regulation_id,reg_no,product,product_slug,farm_kind,avia,norm_raw,norm_min,norm_max,norm_unit,dose_per_10l,crop_raw,target_raw,method,liquid_rate,wait_days,max_treatments,exit_manual,exit_mech,page
7662,407-02-1316-1,Абига-Пик,abiga-pik,C,0,"2,4-9,6",2.4,9.6,,,"Тополь, осина",Цитоспороз,Опрыскивание в перирод вегетации,500-1000 л/га,,1,3,3,654
7663,407-02-1316-1,Абига-Пик,abiga-pik,Л,0,50 г/10 лводы,50.0,50.0,г/10 лводы,50 г,Картофель,"Фитофтороз, альтернариоз",Опрыскивание в период вегетации,5 л/100м2,20,5,3,3,655
7664,407-02-1316-1,Абига-Пик,abiga-pik,Л,0,50 г/10 лводы,50.0,50.0,г/10 лводы,50 г,Свекла сахарная,Церкоспороз,Опрыскивание в период вегетации,5 л/100м2,20,3,3,3,655
7665,407-02-1316-1,Абига-Пик,abiga-pik,Л,0,50 г/10 лводы,50.0,50.0,г/10 лводы,50 г,Томат открытого грунта,"Фитофтороз, альтернариоз, бурая пятнистость",Опрыскивание в период вегетации,5 л/100м2,20,4,3,3,655
7666,407-02-1316-1,Абига-Пик,abiga-pik,Л,0,50 г/10 лводы,50.0,50.0,г/10 лводы,50 г,Огурец открытого грунта,"Пероноспороз, антракноз, бактериоз",Опрыскивание в период вегетации,10 л/100м2,20,3,3,3,655
7667,407-02-1316-1,Абига-Пик,abiga-pik,Л,0,50 г/10 лводы,50.0,50.0,г/10 лводы,50 г,Лук,Пероноспороз,Опрыскивание в период вегетации- 10л/100 м2,,20,3,3,3,655
7668,407-02-1316-1,Абига-Пик,abiga-pik,Л,0,40 г/10 лводы,40.0,40.0,г/10 лводы,40 г,Виноград,"Милдью, антракноз, черная пятнистость",Опрыскивание в период вегетации- 10л/100 м2,,30,6,3,3,655
7669,407-02-1316-1,Абига-Пик,abiga-pik,Л,0,50 г/10 лводы,50.0,50.0,г/10 лводы,50 г,"Яблоня, груша, айва","Парша, монилиоз",Опрыскивание в период вегетации- 10л/100 м2,,30,4,3,3,655
7670,407-02-1316-1,Абига-Пик,abiga-pik,Л,0,40-50 г/10 лводы,40.0,50.0,г/10 лводы,40–50 г,"Слива, персик, абрикос, вишня, черешня","Кластероспориоз, коккомикоз, монилиоз, курчавость",Опрыскивание в период вегетации- 10л/100 м2,,30,4,3,3,655
7671,407-02-1316-1,Абига-Пик,abiga-pik,Л,0,40-50 г/10 лводы,40.0,50.0,г/10 лводы,40–50 г,Декоративные и цветочные культуры,"Ржавчина, пятнистости",Опрыскивание в период вегетации- 10л/100 м2,,,2,3,3,655
11708,010-03-9904-0,Абордаж,abordazh,C,0,"0,4-0,75 л/га",0.4,0.75,л/га,,"Зерновые колосовые яровые и озимые, за исключением овса","Однолетние и многолетние двудольные сорные растения, в том числе подмаренник цепкий, гречишка вьюнковая, вьюнок полевой, виды осота, бодяк",Опрыскивание посевов начиная с кущения до выхода в трубку (1-2 междоузлия) культуры и ранние фазы роста сорных растений.,50-300 л/га (в зависимости от типа распылителей),60,1,-,3,1206
11709,010-03-9904-0,Абордаж,abordazh,C,0,"0,4-0,75 л/га",0.4,0.75,л/га,,Просо,"Однолетние и многолетние двудольные сорные растения, в том числе подмаренник цепкий, гречишка вьюнковая, вьюнок полевой, виды осота, бодяк",Опрыскивание посевов в фазе кущения культуры и ранние фазы роста сорных растений.,50-300 л/га (в зависимости от типа распылителей),60,1,-,3,1206
11710,010-03-9904-0,Абордаж,abordazh,C,0,"0,4-0,75 л/га",0.4,0.75,л/га,,Кукуруза,"Однолетние и многолетние двудольные сорные растения, в том числе подмаренник цепкий, гречишка вьюнковая, вьюнок полевой, виды осота, бодяк",Опрыскивание посевов в фазе 3-5 листьев культуры и ранние фазы роста сорных растений.,50-300 л/га (в зависимости от типа распылителей),60,1,-,3,1206
5903,029-02-1475-1,Абруста,abrusta,C,0,"1-1,3",1.0,1.3,,,Пшеница яровая и озимая,"Мучнистая роса, бурая ржавчина, пиренофороз, септориоз","Опрыскивание в период вегетации: первое – профилактическое или при появлении первых признаков одной из болезней, последующие с интервалом 14-28 дней",100-400 л/га,21,1,-,3,481
5904,029-02-1475-1,Абруста,abrusta,C,0,"1-1,3",1.0,1.3,,,Ячмень яровой и озимый,"Мучнистая роса, карликовая ржавчина, сетчатая пятнистость, темно-бурая пятнистость, ринхоспориоз","Опрыскивание в период вегетации: первое – профилактическое или при появлении первых признаков одной из болезней, последующие с интервалом 14-28 дней",100-400 л/га,21,1,-,3,481
5905,029-02-1475-1,Абруста,abrusta,C,0,"1-1,3",1.0,1.3,,,Овес,Красно-бурая пятнистость,Опрыскивание в период вегетации: первое – профилактическое или при появлении первых признаков одной из болезней,100-400 л/га,21,1,-,3,481
6354,082-02-4873-0,Аваксс,avakss,C,0,"0,4-0,5",0.4,0.5,,,Пшеница яровая и озимая,"Ржавчина бурая, ржавчина желтая, ржавчина стеблевая, септориоз листьев и колоса, пиренофороз, мучнистая роса",Опрыскивание в период вегетации.,300,40,1,-,3,523
6355,082-02-4873-0,Аваксс,avakss,C,0,"0,4-0,5",0.4,0.5,,,Ячмень яровой и озимый,"Гельминтоспориозные пятнистости (темно-бурая, сетчатая, полосатая), мучнистая роса, ржавчина карликовая, ржавчина стеблевая, ринхоспориоз",Опрыскивание в период вегетации.,300,40,1,-,3,523
6356,082-02-4873-0,Аваксс,avakss,C,0,"0,4-0,5",0.4,0.5,,,Рожь озимая,"Мучнистая роса, ржавчина бурая, ржавчина стеблевая, ринхоспориоз, септориоз",Опрыскивание в период вегетации.,300,40,1,-,3,523
6357,082-02-4873-0,Аваксс,avakss,C,0,"0,4-0,5",0.4,0.5,,,Овес,"Ржавчина корончатая, красно-бурая пятнистость",Опрыскивание в период вегетации.,300,39,1,-,3,523
6358,082-02-4873-0,Аваксс,avakss,C,0,"0,5-0,7",0.5,0.7,,,Свекла сахарная,"Церкоспороз, мучнистая роса",Опрыскивание в период вегетации: первое – при появлении первых признаков заболевания. Второе через 10-14 дней (при необходимости).,300,42,1,-,3,523
6359,082-02-4873-0,Аваксс,avakss,C,0,"0,6-0,75",0.6,0.75,,,Горох,"Аскохитоз, ржавчина, мучнистая роса",Опрыскивание в период вегетации.,300,40,2,-,3,523
7857,082-02-672-1,Аваксс,avakss,C,0,"0,6-0,75",0.6,0.75,,,Горох,"Аскохитоз, ржавчина, мучнистая роса",Опрыскивание в период вегетации,200-300 л/га,40,2,-,3,673
7858,082-02-672-1,Аваксс,avakss,C,0,"0,4-0,5",0.4,0.5,,,Пшеница яровая и озимая,"Ржавчина бурая, ржавчина желтая, ржавчина стеблевая, септориоз листьев и колоса, пиренофороз, мучнистая роса",Опрыскивание в период вегетации,300 л/га,40,1,-,3,673
7859,082-02-672-1,Аваксс,avakss,C,0,"0,4-0,5",0.4,0.5,,,Ячмень яровой и озимый,"Гельминтоспориозные пятнистости (темно-бурая, сетчатая, полосатая), мучнистая роса, ржавчина карликовая, ржавчина стеблевая, ринхоспориоз",Опрыскивание в период вегетации,300 л/га,40,1,-,3,673
7860,082-02-672-1,Аваксс,avakss,C,0,"0,4-0,5",0.4,0.5,,,Рожь озимая,"Мучнистая роса, ржавчина бурая, ржавчина стеблевая, ринхоспориоз, септориоз",Опрыскивание в период вегетации,300 л/га,40,1,-,3,673
7861,082-02-672-1,Аваксс,avakss,C,0,"0,4-0,5",0.4,0.5,,,Овес,"Ржавчина корончатая, красно-бурая пятнистость",Опрыскивание в период вегетации,300 л/га,40,1,-,3,673
7862,082-02-672-1,Аваксс,avakss,C,0,"0,5-0,7",0.5,0.7,,,Свекла сахарная,"Церкоспороз, мучнистая роса","Опрыскивание в период вегетации: первое – при появлении первых признаков заболевания, второе через 10-14 дней (при необходимости)",300 л/га,45,1,-,3,673
10907,063-03-1268-1,Авангард,avangard,C,0,"1,3-1,6",1.3,1.6,,,"Кукуруза (на зерно), соя, подсолнечник, рапс яровой, свекла сахарная",Однолетние злаковые и некоторые двудольные сорняки,Опрыскивание почвы до посева или до всходов культуры. В засушливых условиях рекомендуется мелкая заделка препарата в почву (на глубину не более 5 см),200 - 400 л/га,60,1,-,3,1090
2094,489-01-2706-1,Авант,avant,C,0,"0,25-0,3",0.25,0.3,,,Виноград,Листовертки,Опрыскивание в период вегетации,600-1000 л/га,10,2,3,4,174
2095,489-01-2706-1,Авант,avant,C,0,"0,14-0,2",0.14,0.2,,,Рапс,Крестоцветные блошки,Опрыскивание всходов,100-200 л/га,28,2,3,4,174
2096,489-01-2706-1,Авант,avant,C,0,"0,14-0,2",0.14,0.2,,,Рапс,Рапсовый цветоед,Опрыскивание в период вегетации,200-400 л/га,28,2,3,4,175
2097,489-01-2706-1,Авант,avant,C,0,"0,35-0,4",0.35,0.4,,,Яблоня,"Яблонная плодожорка, листовертки",Опрыскивание в период вегетации,1000-1500 л/га,10,2,3,4,175
2098,489-01-2706-1,Авант,avant,C,0,"0,2-0,3",0.2,0.3,,,Томат открытого грунта,Хлопковая совка,Опрыскивание в период вегетации,200-400 л/га,3,2,3,4,175
2099,489-01-2706-1,Авант,avant,C,0,"0,2-0,3",0.2,0.3,,,Лук,Подгрызающие совки,Опрыскивание в период вегетации,200-400 л/га,3,2,3,4,175
2100,489-01-2706-1,Авант,avant,C,0,"0,17-0,25",0.17,0.25,,,Кукуруза,Озимая совка,Опрыскивание всходов,100-200 л/га,10,2,3,4,175
2101,489-01-2706-1,Авант,avant,C,0,"0,17-0,25",0.17,0.25,,,Кукуруза,"Стеблевой кукурузный мотылек, луговой мотылек, хлопковая совка",Опрыскивание в период вегетации,200-400 л/га,10,2,3,4,175
2102,489-01-2706-1,Авант,avant,C,1,"0,17-0,25",0.17,0.25,,,Кукуруза,"Стеблевой кукурузный мотылек, хлопковая совка",Опрыскивание в период вегетации,25-50 л/га,10,2,3,4,175
2103,489-01-2706-1,Авант,avant,C,0,"0,17-0,25",0.17,0.25,,,Подсолнечник,Луговой мотылек,Опрыскивание в период вегетации,200-400 л/га,20,2,3,4,175
2104,489-01-2706-1,Авант,avant,C,1,"0,17-0,25",0.17,0.25,,,Подсолнечник,Луговой мотылек,Опрыскивание в период вегетации,25-50 л/га,20,2,3,4,175
2105,489-01-2706-1,Авант,avant,C,0,"0,14-0,2",0.14,0.2,,,Подсолнечник,Долгоносики,Опрыскивание всходов,100-200 л/га,20,2,3,4,175
2106,489-01-2706-1,Авант,avant,C,0,"0,17-0,25",0.17,0.25,,,Подсолнечник,Подгрызающие совки,Опрыскивание всходов,100-200 л/га,20,2,3,4,175
2107,489-01-2706-1,Авант,avant,C,0,"0,14-0,2",0.14,0.2,,,Свекла сахарная,"Свекловичные блошки, долгоносики",Опрыскивание в период вегетации,100-200 л/га,20,2,3,4,175
2108,489-01-2706-1,Авант,avant,C,1,"0,14-0,2",0.14,0.2,,,Свекла сахарная,"Свекловичные блошки, долгоносики",Опрыскивание в период вегетации,25-50 л/га,20,2,3,4,175
2109,489-01-2706-1,Авант,avant,C,0,"0,17-0,25",0.17,0.25,,,Свекла сахарная,Подгрызающие совки,Опрыскивание всходов,100-200 л/га,20,2,3,4,175
2110,489-01-2706-1,Авант,avant,C,0,"0,14-0,2",0.14,0.2,,,Свекла сахарная,Щитоноски,Опрыскивание в период вегетации,200-400 л/га,20,2,3,4,175
2111,489-01-2706-1,Авант,avant,C,0,"0,17-0,25",0.17,0.25,,,Свекла сахарная,"Свекловичная минирующаямоль, свекловичная минирующаямуха, луговой мотылек",Опрыскивание в период вегетации,200-400 л/га,20,2,3,4,175
2112,489-01-2706-1,Авант,avant,C,1,"0,17-0,25",0.17,0.25,,,Свекла сахарная,"Свекловичная минирующаямоль, луговой мотылек",Опрыскивание в период вегетации,25-50 л/га,20,2,3,4,175
2113,489-01-2706-1,Авант,avant,C,0,"0,2-0,25",0.2,0.25,,,Капуста белокочанная,"Капустная моль, капустная совка, белянки",Опрыскивание в период вегетации,200-400 л/га,15,2,3,4,175
2114,489-01-2706-1,Авант,avant,Л,0,"4,0 мл/10 лводы",4.0,4.0,мл/10 лводы,4 мл,Яблоня,"Яблонная плодожорка, листовертки",Опрыскивание в период вегетации,1-3 л/дерево,10,2,3,4,175
2115,489-01-2706-1,Авант,avant,Л,0,"3,0 мл/10 лводы",3.0,3.0,мл/10 лводы,3 мл,Виноград,Листовертки,Опрыскивание в период вегетации,"0,5-1 л/куст",10,2,3,4,175
2116,489-01-2706-1,Авант,avant,Л,0,"3,0 мл/100 м2",3.0,3.0,мл/100 м2,,Томат открытого грунта,Хлопковая совка,Опрыскивание в период вегетации,2-4 л/100 м2,3,2,3,4,176
2117,489-01-2706-1,Авант,avant,Л,0,"3,0 мл/100 м2",3.0,3.0,мл/100 м2,,Лук,Подгрызающие совки,Опрыскивание в период вегетации,2-4 л/100 м2,14,2,3,4,176
11467,192-03-3443-1,Авантикс 100,avantiks-100,C,0,"0,4-0,6",0.4,0.6,,,Пшеница яровая,"Однолетние злаковые сорные растения (виды щетинника, просо куриное, просо сорное)",Опрыскивание посевов в ранние фазы развития (2-3 листа) сорных растений независимо от фазы развития культуры,150-200 л/га,60,1,-,3,1173
11468,192-03-3443-1,Авантикс 100,avantiks-100,C,0,"0,5-0,7",0.5,0.7,,,Пшеница яровая,Овсюг,Опрыскивание посевов в ранние фазы развития (2-3 листа) сорных растений независимо от фазы развития культуры,150-200 л/га,60,1,-,3,1173
11469,192-03-3443-1,Авантикс 100,avantiks-100,C,0,"0,6-0,9",0.6,0.9,,,Пшеница яровая,"Однолетние злаковые сорные растения (овсюг, виды щетинника, просо куриное)","Опрыскивание посевов по вегетирующим сорным растениям в фазе, начиная от 2-х листьев до конца кущения независимо от фазы развития культуры. При использовании максимальной нормы применения гербицида на селекционных и семеноводческих посевах пшеницы учитывать устойчивость сортов",150-200 л/га,60,1,-,3,1174
11470,192-03-3443-1,Авантикс 100,avantiks-100,C,0,"0,6-0,75",0.6,0.75,,,Пшеница озимая,"Однолетние злаковые сорные растения (овсюг, метлица, виды щетинника, просо куриное)",Опрыскивание посевов в фазе 2-х листьев до конца кущения сорных растений независимо от фазы развития культуры. При использовании максимальной нормы применения гербицида на селекционных и семеноводческих посевах пшеницы учитывать устойчивость сортов,150-200 л/га,60,1,-,3,1174
11523,192-03-3010-1,Авантикс Турбо,avantiks-turbo,C,0,"0,4-0,7",0.4,0.7,,,"Пшеница яровая, озимая","Однолетние злаковые сорняки (виды щетинника, просо куриное, просо сорное, овсюг, метлица полевая)","Опрыскивание посевов по вегетирующим злаковым сорнякам (в фазу 1-3 листьев, начало кущения, независимо от фазы развития культуры)",200 - 300 л/га,60,1,-,3,1181
11524,192-03-3010-1,Авантикс Турбо,avantiks-turbo,C,0,"0,4-0,6",0.4,0.6,,,"Ячмень яровой, озимый","Однолетние злаковые сорняки (виды щетинника, просо куриное, просо сорное, овсюг, метлица полевая)","Опрыскивание посевов по вегетирующим злаковым сорнякам (в фазу 1-3 листьев, начало кущения, независимо от фазы развития культуры)",200 - 300 л/га,60,1,-,3,1181
11466,038(010)-03-2940-1,Авантикс Экстра,avantiks-ekstra,C,0,"0,8-1",0.8,1.0,,,"Пшеница яровая, пшеница озимая, ячмень яровой","Однолетние злаковые сорняки (виды щетинника, просо куриное, просо сорно-полевое, овсюг, метлица полевая)",Опрыскивание посевов в ранние фазы развития (2-3 листа) сорняков независимо от фазы развития культуры (с учетом чувствительности сортов). Озимая пшеница обрабатывается весной,150-200 л/га,60,1,-,3,1173
7460,010-02-10060-0,Авантюрин,avantyurin,C,0,"0,4 кг/га",0.4,0.4,кг/га,,Яблоня,"Гнили при хранении: монилиальная, горькая, «мухосед»","Опрыскивание в период вегетации, перед сбором плодов.",1000 л/га,20,2,3,3,634
7461,010-02-10060-0,Авантюрин,avantyurin,C,0,"0,4-0,5 кг/га",0.4,0.5,кг/га,,Виноград,"Серая гниль, аспергилезная гниль ягод","Опрыскивание в период вегетации, перед сбором плодов.",1000 л/га,20,2,3,3,634
7462,010-02-10060-0,Авантюрин,avantyurin,C,0,"0,4-0,5 кг/га",0.4,0.5,кг/га,,Земляника,Серая гниль,Опрыскивание в фазе бутонизации и после сбора урожая.,1000 л/га,5,2,3,3,634
7463,010-02-10060-0,Авантюрин,avantyurin,C,0,"0,4-0,5 кг/га",0.4,0.5,кг/га,,Томат открытого грунта,Альтернариоз,"Опрыскивание в период вегетации: первое -профилактическое, последующее - с интервалом 10-14 дней.",500 л/га,28,2,3,3,634
7464,010-02-10060-0,Авантюрин,avantyurin,C,0,"0,075-0,1 кг/т",0.075,0.1,кг/т,,"Зерновые колосовые яровые и озимые, за исключением овса","Снежная плесень, твердая головня, гельминтоспориозная и фузариозная корневые гнили, плесневение семян",Обработка семян перед посевом или заблаговременно.,10 л/т,,1,-,-,634
7465,010-02-10060-0,Авантюрин,avantyurin,C,0,"0,01-0,02 кг/т",0.01,0.02,кг/т,,Картофель,"Гнили при хранении: фузариозная, мокрая, альтернариозная гнили",Обработка клубней перед закладкой на хранение.,10 л/т,,1,-,-,634
7466,010-02-10060-0,Авантюрин,avantyurin,C,0,"0,01-0,02 кг/т",0.01,0.02,кг/т,,Картофель,"Ризоктониоз, фузариоз",Обработка клубней во время посадки.,10 л/т,,1,-,-,634
6954,010-02-3575-1,Авиаль,avial,C,0,"0,8-1",0.8,1.0,,,Пшеница яровая,"Ржавчина бурая, ржавчина стеблевая, ржавчина желтая, мучнистая роса",Опрыскивание в период вегетации в фазах появления флагового листа – выдвижение колоса – начало колошения,300 л/га,40,1,-,3,582
6955,010-02-3575-1,Авиаль,avial,C,0,1,1.0,1.0,,,Пшеница яровая,"Септориоз листьев и колоса, пиренофороз",Опрыскивание в период вегетации в фазах появления флагового листа – выдвижение колоса – начало колошения,300 л/га,40,1,-,3,582
6956,010-02-3575-1,Авиаль,avial,C,0,"1,25",1.25,1.25,,,Пшеница озимая,Фузариоз колоса,Опрыскивание в период вегетации в фазах конец колошения – начало цветения,300 л/га,40,1,-,3,583
6957,010-02-3575-1,Авиаль,avial,C,0,1,1.0,1.0,,,Пшеница озимая,"Септориоз листьев и колоса, пиренофороз",Опрыскивание в период вегетации в фазах появления флагового листа – выдвижение колоса – начало колошения,300 л/га,40,1,-,3,583
6958,010-02-3575-1,Авиаль,avial,C,0,"0,7-1",0.7,1.0,,,"Ячмень яровой, озимый","Ржавчина карликовая, ржавчина стеблевая, мучнистая роса",Опрыскивание в период вегетации в фазах 2-х узлов выдвижения колоса,300 л/га,40,1,-,3,583
6959,010-02-3575-1,Авиаль,avial,C,0,1,1.0,1.0,,,"Ячмень яровой, озимый","Сетчатая пятнистость, темно-бурая пятнистость",Опрыскивание в период вегетации в фазах 2-х узлов выдвижения колоса,300 л/га,40,1,-,3,583
6960,010-02-3575-1,Авиаль,avial,C,0,1,1.0,1.0,,,Рожь озимая,"Ржавчина бурая, ржавчина стеблевая, мучнистая роса, ринхоспориоз, септориоз",Опрыскивание в период вегетации в фазах 2-х узлов появления флагового листа,300 л/га,40,1,-,3,583
4980,018-02-10033-1,Авиньон,avinon,C,0,"1,0-1,4 л/га",1.0,1.4,л/га,,Яблоня,Парша,"Опрыскивание в период вегетации: первое – профилактическое в фазе зеленый конус, последующие – с интервалом 7-10 дней.",800-1000 л/га,28,5,3,3,394
4981,018-02-10033-1,Авиньон,avinon,C,0,"1,0-1,4 л/га",1.0,1.4,л/га,,Виноград,Милдью,"Опрыскивание в период вегетации: первое – профилактическое, последующие – с интервалом 7-10 дней.",800-1000 л/га,15,6,3,3,394
9985,050(360)-03-4455-1,Аврора,avrora,C,0,"0,5-1,0",0.5,1.0,,,Кукуруза на зерно,Однолетние и многолетние двудольные и злаковые сорные растения,Опрыскивание посевов в фазе 3-6 листьев культуры и ранние фазы роста сорных растений (2-6 листьев у однолетних и при высоте 10-20 см у многолетних видов),200- 300 л/га,60,1,-,3,981
8047,050-03-4562-1,Аврорекс,avroreks,C,0,"0,5-0,6",0.5,0.6,,,"Пшеница озимая и яровая, ячмень яровой","Однолетние, в том числе устойчивые к 2,4-Д и 2М-4Х, и некоторые многолетние двудольные сорные растения",Опрыскивание посевов в фазе кущения культуры и ранние фазы роста сорных растений. Озимые обрабатываются весной,200-300 л/га,60,1,-,3,691
8048,050-03-4562-1,Аврорекс,avroreks,C,0,"0,5-0,6",0.5,0.6,,,Кукуруза,"Однолетние, в том числе устойчивые к 2,4-Д, и некоторые многолетние двудольные сорные растения",Опрыскивание посевов в фазе 3-5 листьев культуры и ранние фазы роста сорных растений,200-300 л/га,60,1,-,3,691
